아파트명,구,동
시앤디아파트,강동구,명일동
신동아,강동구,명일동
에스엠해그린,강동구,명일동
우성101동,강동구,명일동
우성102동,강동구,명일동
우성103동,강동구,명일동
중앙,강동구,명일동
태천해오름101동,강동구,명일동
태천해오름102동A,강동구,명일동
태천해오름102동B,강동구,명일동
태천해오름103동,강동구,명일동
한강훼미리,강동구,명일동
한양,강동구,명일동
해밀,강동구,명일동
현대(고덕),강동구,명일동
현대(명일),강동구,명일동
형인허브빌,강동구,명일동
강동리엔파크14단지,강동구,상일동
고덕롯데캐슬베네루체,강동구,상일동
고덕리엔파크3단지,강동구,상일동
고덕센트럴IPARK,강동구,상일동
고덕숲아이파크,강동구,상일동
고덕아르테스미소지움,강동구,상일동
고덕아르테온,강동구,상일동
고덕자이,강동구,상일동
동아,강동구,상일동
중앙하이츠,강동구,상일동
LIGA,강동구,성내동
갑지하이린,강동구,성내동
강동네스빌,강동구,성내동
강동다온채,강동구,성내동
건영아모리움,강동구,성내동
경보그레이스힐,강동구,성내동
광남캐스빌(435-7),강동구,성내동
광남캐스빌(443-26),강동구,성내동
광남캐스빌(448-5),강동구,성내동
광남캐스빌(510-1),강동구,성내동
광남캐스빌3,강동구,성내동
그란츠리버파크,강동구,성내동
금광포란재,강동구,성내동
노블네스트,강동구,성내동
늘조은,강동구,성내동
다성이즈빌,강동구,성내동
다성이즈빌아파트,강동구,성내동
대은팰리스뷰,강동구,성내동
대주그린빌,강동구,성내동
동남1,강동구,성내동
동남2,강동구,성내동
동남드림빌,강동구,성내동
동방,강동구,성내동
동아1,강동구,성내동
동아2,강동구,성내동
동원,강동구,성내동
동원2,강동구,성내동
동일상가,강동구,성내동
둔촌역아치스톤(101동),강동구,성내동
둔촌역청구,강동구,성내동
드림스빌,강동구,성내동
라움,강동구,성내동
라움포레,강동구,성내동
로얄,강동구,성내동
메이저,강동구,성내동
몽촌토성,강동구,성내동
미랜드프레임빌,강동구,성내동
백룡도원,강동구,성내동
비앤비(102동),강동구,성내동
삼성파크타워,강동구,성내동
삼진,강동구,성내동
새한올림픽,강동구,성내동
샤인빌(A동),강동구,성내동
샤인빌(B동),강동구,성내동
선광,강동구,성내동
성내1차e-편한세상,강동구,성내동
성내2차e-편한세상,강동구,성내동
성내3차e-편한세상,강동구,성내동
성내동AURAⅡ,강동구,성내동
성내동대성,강동구,성내동
성내동삼성아파트,강동구,성내동
성내스테이,강동구,성내동
성내웰빙시티,강동구,성내동
성안마을청구,강동구,성내동
센츄럴(438-2),강동구,성내동
센츄럴(438-6),강동구,성내동
스위트빌(435-10),강동구,성내동
신성,강동구,성내동
신이모닝빌,강동구,성내동
신일유토빌(603-0),강동구,성내동
신주,강동구,성내동
신호빌라트,강동구,성내동
씨제이나인,강동구,성내동
아미캐슬(434-32),강동구,성내동
아이퍼스트빌,강동구,성내동
에스아이팰리스센트럴성내,강동구,성내동
에스케이허브진,강동구,성내동
영진파크빌(437-26),강동구,성내동
영풍마드레빌,강동구,성내동
오륜아크로빌,강동구,성내동
오륜하이츠,강동구,성내동
올림픽파크플러스,강동구,성내동
올림픽파크한양수자인,강동구,성내동
올림픽파크힐,강동구,성내동
용명브릿지2차,강동구,성내동
우림루미아트,강동구,성내동
우성(101동),강동구,성내동
우성(102동),강동구,성내동
우성(104동),강동구,성내동
운암화인빌102,강동구,성내동
원다빌2,강동구,성내동
이안강동,강동구,성내동
인택스파크뷰,강동구,성내동
일심,강동구,성내동
주성AURA1,강동구,성내동
중명,강동구,성내동
중앙,강동구,성내동
중앙하이츠,강동구,성내동
집앤사베니아파트,강동구,성내동
집앤사비디아파트,강동구,성내동
집앤사비카,강동구,성내동
집앤사비키아파트,강동구,성내동
청구빌라트,강동구,성내동
코랜드빌리지,강동구,성내동
코오롱(1차),강동구,성내동
코오롱2,강동구,성내동
타운빌라트,강동구,성내동
탑건위너빌,강동구,성내동
태천,강동구,성내동
태천해오름,강동구,성내동
태천해오름(412-1),강동구,성내동
태천해오름15차,강동구,성내동
파라디아,강동구,성내동
파크뷰진도맨션,강동구,성내동
파크뷰캐슬,강동구,성내동
파크프라자,강동구,성내동
포레스(A동),강동구,성내동
포레스(B동),강동구,성내동
포레스(C동),강동구,성내동
하나플러스,강동구,성내동
하나플러스ll,강동구,성내동
한강훼미리,강동구,성내동
한독,강동구,성내동
한솔브리즈,강동구,성내동
한솔브리즈(199-4),강동구,성내동
한솔애리즈,강동구,성내동
한솔애리즈(405-5),강동구,성내동
한솔애리즈1,강동구,성내동
한솔애리즈202동,강동구,성내동
한솔애리즈2차,강동구,성내동
한솔애리즈3차,강동구,성내동
한솔애리즈501동,강동구,성내동
한솔애리즈601동,강동구,성내동
한양립스,강동구,성내동
한영해시안아파트,강동구,성내동
해가든,강동구,성내동
해가든(454-1),강동구,성내동
현대,강동구,성내동
현대상가,강동구,성내동
현대제이드,강동구,성내동
현대코럴,강동구,성내동
현대토파즈,강동구,성내동
호암아펙스,강동구,성내동
힐데스하임올림픽파크아파트,강동구,성내동
경지리버캐슬,강동구,암사동
내일쎄닛빌,강동구,암사동
다성리버빌,강동구,암사동
다성이즈빌,강동구,암사동
다성이즈빌Ⅰ,강동구,암사동
대명,강동구,암사동
대송,강동구,암사동
대원,강동구,암사동
대은팰리스뷰(101),강동구,암사동
대은팰리스뷰(102),강동구,암사동
대의아름누리,강동구,암사동
동양넥스빌,강동구,암사동
동원베네스트,강동구,암사동
라움(492-28),강동구,암사동
라움(492-45),강동구,암사동
롯데캐슬퍼스트,강동구,암사동
리치,강동구,암사동
메이저(474-21),강동구,암사동
삼성광나루,강동구,암사동
삼화그린,강동구,암사동
새롬,강동구,암사동
선사현대아파트,강동구,암사동
신동아빌라트,강동구,암사동
암사e편한세상,강동구,암사동
암사동한솔,강동구,암사동
암사라인,강동구,암사동
양지벨로스,강동구,암사동
에스엠해그린,강동구,암사동
영상라이브센스,강동구,암사동
영진해가든(2동),강동구,암사동
우암쎈스뷰,강동구,암사동
정산(101동),강동구,암사동
정산(102동),강동구,암사동
정산(103동),강동구,암사동
중앙하이츠,강동구,암사동
풍천,강동구,암사동
프라이어팰리스,강동구,암사동
한강리치팰리스,강동구,암사동
한강포스파크,강동구,암사동
한강현대,강동구,암사동
한건,강동구,암사동
한건브리앙,강동구,암사동
한솔솔파크,강동구,암사동
현대홈타운,강동구,암사동
효정하나플러스,강동구,암사동
힐스테이트 강동 리버뷰,강동구,암사동
SM이로빌아파트,강동구,천호동
강동밀레니얼중흥S-클래스,강동구,천호동
강동상떼빌,강동구,천호동
강동역두산위브센티움,강동구,천호동
강동역신동아파밀리에,강동구,천호동
강동이루미아파트,강동구,천호동
강동파크빌,강동구,천호동
강변그대가갤럭시,강동구,천호동
강변그대가리버뷰,강동구,천호동
고려아파트(A동),강동구,천호동
고려아파트(B동),강동구,천호동
고려아파트(C동),강동구,천호동
고려아파트(D동),강동구,천호동
골드하임(101동),강동구,천호동
골드하임(102동),강동구,천호동
광남벨라스2차아파트,강동구,천호동
광남벨라스2차아파트(53-32),강동구,천호동
광남벨라스643V(50-32),강동구,천호동
광남벨라스643V(50-7),강동구,천호동
광남캐스빌아파트,강동구,천호동
그랜드밸리아파트,강동구,천호동
금성타운,강동구,천호동
금호아파트,강동구,천호동
늘푸른아파트,강동구,천호동
다성시티아파트,강동구,천호동
다성씨티아파트,강동구,천호동
다성씨티아파트(340-6),강동구,천호동
다성이즈빌(121-32),강동구,천호동
다성이즈빌(320),강동구,천호동
다성이즈빌(437-22),강동구,천호동
다성이즈빌(50-11),강동구,천호동
다성이즈빌아파트(55-25),강동구,천호동
대명사이버아파트,강동구,천호동
대명에버빌아파트,강동구,천호동
대우한강베네시티,강동구,천호동
동구햇살아파트,강동구,천호동
동성아파트,강동구,천호동
동아코아아파트,강동구,천호동
동아하이빌아파트,강동구,천호동
두산위브센티움,강동구,천호동
래미안강동팰리스,강동구,천호동
로뎀,강동구,천호동
리버하임아파트,강동구,천호동
미사아름채아파트,강동구,천호동
베네캐슬,강동구,천호동
베스트빌,강동구,천호동
보람아파트,강동구,천호동
부강아파트,강동구,천호동
브라운스톤암사아파트,강동구,천호동
삼익아파트,강동구,천호동
새롬트윈스아파트(A동),강동구,천호동
새롬트윈스아파트(B동),강동구,천호동
성원아파트,강동구,천호동
성인아파트,강동구,천호동
시티빌아파트,강동구,천호동
신동양빛여울아파트,강동구,천호동
신주아파트,강동구,천호동
신주아파트(101동),강동구,천호동
신주아파트(102동),강동구,천호동
신주아파트(313),강동구,천호동
썬팰리스아파트,강동구,천호동
아스하임,강동구,천호동
아크로파크,강동구,천호동
엘림스퀘어II,강동구,천호동
용명브릿지아파트,강동구,천호동
우성,강동구,천호동
우정아파트,강동구,천호동
우정에쉐르(101동),강동구,천호동
우정에쉐르(102동),강동구,천호동
유원아파트,강동구,천호동
율전에버그린아파트,강동구,천호동
이연아마빌레(293-8),강동구,천호동
장방아파트,강동구,천호동
제일아파트,강동구,천호동
중앙하이츠,강동구,천호동
즈믄촌,강동구,천호동
지원G델타아파트,강동구,천호동
진넥스빌Ⅲ,강동구,천호동
집앤사스윗사이드아파트,강동구,천호동
창대캐슬,강동구,천호동
천호1차우림루미아트,강동구,천호동
천호2차우림루미아트,강동구,천호동
천호2차이룸아파트,강동구,천호동
천호KNP아파트,강동구,천호동
천호e-편한세상,강동구,천호동
천호네스빌,강동구,천호동
천호동1차예전이룸아파트,강동구,천호동
천호동삼성아파트,강동구,천호동
천호동이연아마빌레아파트,강동구,천호동
천호롯데아파트,강동구,천호동
천호엘크루,강동구,천호동
천호역마에스트로,강동구,천호동
천호태영아파트,강동구,천호동
코오롱상가아파트,강동구,천호동
태천와이드빌,강동구,천호동
태천해오름아파트,강동구,천호동
평대미진아파트,강동구,천호동
평대보민아파트,강동구,천호동
하이브2,강동구,천호동
한건브리앙아파트,강동구,천호동
한신아파트,강동구,천호동
현대아파트,강동구,천호동
현대코아아파트,강동구,천호동
현대프라자아파트,강동구,천호동
현진리버파크,강동구,천호동
현진에스페랑스,강동구,천호동
형인허브빌,강동구,천호동
힐데스하임천호아파트,강동구,천호동
현대성우,강북구,도봉동
경남아너스빌,강북구,미아동
경남아너스빌(1356-0),강북구,미아동
그린힐빌라트,강북구,미아동
꿈의숲롯데캐슬,강북구,미아동
꿈의숲한신더휴,강북구,미아동
꿈의숲해링턴플레이스,강북구,미아동
동아하이빌14차,강북구,미아동
두산위브트레지움,강북구,미아동
두예파크빌,강북구,미아동
두원프라자,강북구,미아동
래미안트리베라1단지,강북구,미아동
미아1차래미안,강북구,미아동
미아동부센트레빌,강북구,미아동
미아신구,강북구,미아동
미아에스하임,강북구,미아동
미아한일유앤아이,강북구,미아동
